"Folkmängd efter region, civilstånd, ålder, kön och år"

"region";"civilstånd";"ålder";"kön";"2020"
"SE214 Gotlands län";"änkor/änklingar";"52 år";"män";3
"SE214 Gotlands län";"änkor/änklingar";"52 år";"kvinnor";5
"SE214 Gotlands län";"änkor/änklingar";"53 år";"män";1
"SE214 Gotlands län";"änkor/änklingar";"53 år";"kvinnor";8
"SE214 Gotlands län";"änkor/änklingar";"54 år";"män";4
"SE214 Gotlands län";"änkor/änklingar";"54 år";"kvinnor";10
"SE214 Gotlands län";"änkor/änklingar";"55 år";"män";7
"SE214 Gotlands län";"änkor/änklingar";"55 år";"kvinnor";8
"SE214 Gotlands län";"änkor/änklingar";"56 år";"män";0
"SE214 Gotlands län";"änkor/änklingar";"56 år";"kvinnor";5
"SE214 Gotlands län";"änkor/änklingar";"57 år";"män";8
"SE214 Gotlands län";"änkor/änklingar";"57 år";"kvinnor";7
"SE214 Gotlands län";"änkor/änklingar";"58 år";"män";4
"SE214 Gotlands län";"änkor/änklingar";"58 år";"kvinnor";13
"SE214 Gotlands län";"änkor/änklingar";"59 år";"män";2
"SE214 Gotlands län";"änkor/änklingar";"59 år";"kvinnor";9
"SE214 Gotlands län";"änkor/änklingar";"60 år";"män";3
"SE214 Gotlands län";"änkor/änklingar";"60 år";"kvinnor";13
"SE214 Gotlands län";"änkor/änklingar";"61 år";"män";6
"SE214 Gotlands län";"änkor/änklingar";"61 år";"kvinnor";12
"SE214 Gotlands län";"änkor/änklingar";"62 år";"män";4
"SE214 Gotlands län";"änkor/änklingar";"62 år";"kvinnor";17
"SE214 Gotlands län";"änkor/änklingar";"63 år";"män";5
"SE214 Gotlands län";"änkor/änklingar";"63 år";"kvinnor";22
"SE214 Gotlands län";"änkor/änklingar";"64 år";"män";7
"SE214 Gotlands län";"änkor/änklingar";"64 år";"kvinnor";25
"SE214 Gotlands län";"änkor/änklingar";"65 år";"män";7
"SE214 Gotlands län";"änkor/änklingar";"65 år";"kvinnor";25
"SE214 Gotlands län";"änkor/änklingar";"66 år";"män";7
"SE214 Gotlands län";"änkor/änklingar";"66 år";"kvinnor";29
"SE214 Gotlands län";"änkor/änklingar";"67 år";"män";8
"SE214 Gotlands län";"änkor/änklingar";"67 år";"kvinnor";33
"SE214 Gotlands län";"änkor/änklingar";"68 år";"män";12
"SE214 Gotlands län";"änkor/änklingar";"68 år";"kvinnor";35
"SE214 Gotlands län";"änkor/änklingar";"69 år";"män";13
"SE214 Gotlands län";"änkor/änklingar";"69 år";"kvinnor";37
"SE214 Gotlands län";"änkor/änklingar";"70 år";"män";19
"SE214 Gotlands län";"änkor/änklingar";"70 år";"kvinnor";31
"SE214 Gotlands län";"änkor/änklingar";"71 år";"män";21
"SE214 Gotlands län";"änkor/änklingar";"71 år";"kvinnor";43
"SE214 Gotlands län";"änkor/änklingar";"72 år";"män";26
"SE214 Gotlands län";"änkor/änklingar";"72 år";"kvinnor";52
"SE214 Gotlands län";"änkor/änklingar";"73 år";"män";21
"SE214 Gotlands län";"änkor/änklingar";"73 år";"kvinnor";53
"SE214 Gotlands län";"änkor/änklingar";"74 år";"män";23
"SE214 Gotlands län";"änkor/änklingar";"74 år";"kvinnor";80
"SE214 Gotlands län";"änkor/änklingar";"75 år";"män";31
"SE214 Gotlands län";"änkor/änklingar";"75 år";"kvinnor";59
"SE214 Gotlands län";"änkor/änklingar";"76 år";"män";29
"SE214 Gotlands län";"änkor/änklingar";"76 år";"kvinnor";85
"SE214 Gotlands län";"änkor/änklingar";"77 år";"män";37
"SE214 Gotlands län";"änkor/änklingar";"77 år";"kvinnor";94
"SE214 Gotlands län";"änkor/änklingar";"78 år";"män";24
"SE214 Gotlands län";"änkor/änklingar";"78 år";"kvinnor";99
"SE214 Gotlands län";"änkor/änklingar";"79 år";"män";25
"SE214 Gotlands län";"änkor/änklingar";"79 år";"kvinnor";80
"SE214 Gotlands län";"änkor/änklingar";"80 år";"män";20
"SE214 Gotlands län";"änkor/änklingar";"80 år";"kvinnor";85
"SE214 Gotlands län";"änkor/änklingar";"81 år";"män";38
"SE214 Gotlands län";"änkor/änklingar";"81 år";"kvinnor";91
"SE214 Gotlands län";"änkor/änklingar";"82 år";"män";23
"SE214 Gotlands län";"änkor/änklingar";"82 år";"kvinnor";91
"SE214 Gotlands län";"änkor/änklingar";"83 år";"män";20
"SE214 Gotlands län";"änkor/änklingar";"83 år";"kvinnor";87
"SE214 Gotlands län";"änkor/änklingar";"84 år";"män";31
"SE214 Gotlands län";"änkor/änklingar";"84 år";"kvinnor";91
"SE214 Gotlands län";"änkor/änklingar";"85 år";"män";28
"SE214 Gotlands län";"änkor/änklingar";"85 år";"kvinnor";96
"SE214 Gotlands län";"änkor/änklingar";"86 år";"män";23
"SE214 Gotlands län";"änkor/änklingar";"86 år";"kvinnor";97
"SE214 Gotlands län";"änkor/änklingar";"87 år";"män";29
"SE214 Gotlands län";"änkor/änklingar";"87 år";"kvinnor";103
"SE214 Gotlands län";"änkor/änklingar";"88 år";"män";21
"SE214 Gotlands län";"änkor/änklingar";"88 år";"kvinnor";86
"SE214 Gotlands län";"änkor/änklingar";"89 år";"män";23
"SE214 Gotlands län";"änkor/änklingar";"89 år";"kvinnor";87
"SE214 Gotlands län";"änkor/änklingar";"90 år";"män";20
"SE214 Gotlands län";"änkor/änklingar";"90 år";"kvinnor";67
"SE214 Gotlands län";"änkor/änklingar";"91 år";"män";7
"SE214 Gotlands län";"änkor/änklingar";"91 år";"kvinnor";71
"SE214 Gotlands län";"änkor/änklingar";"92 år";"män";14
"SE214 Gotlands län";"änkor/änklingar";"92 år";"kvinnor";57
"SE214 Gotlands län";"änkor/änklingar";"93 år";"män";10
"SE214 Gotlands län";"änkor/änklingar";"93 år";"kvinnor";55
"SE214 Gotlands län";"änkor/änklingar";"94 år";"män";7
"SE214 Gotlands län";"änkor/änklingar";"94 år";"kvinnor";30
"SE214 Gotlands län";"änkor/änklingar";"95 år";"män";7
"SE214 Gotlands län";"änkor/änklingar";"95 år";"kvinnor";22
"SE214 Gotlands län";"änkor/änklingar";"96 år";"män";3
"SE214 Gotlands län";"änkor/änklingar";"96 år";"kvinnor";16
"SE214 Gotlands län";"änkor/änklingar";"97 år";"män";3
"SE214 Gotlands län";"änkor/änklingar";"97 år";"kvinnor";13
"SE214 Gotlands län";"änkor/änklingar";"98 år";"män";2
"SE214 Gotlands län";"änkor/änklingar";"98 år";"kvinnor";11
"SE214 Gotlands län";"änkor/änklingar";"99 år";"män";1
"SE214 Gotlands län";"änkor/änklingar";"99 år";"kvinnor";7
"SE214 Gotlands län";"änkor/änklingar";"100+ år";"män";1
"SE214 Gotlands län";"änkor/änklingar";"100+ år";"kvinnor";14
"SE221 Blekinge län";"ogifta";"0 år";"män";781
"SE221 Blekinge län";"ogifta";"0 år";"kvinnor";732
"SE221 Blekinge län";"ogifta";"1 år";"män";804
"SE221 Blekinge län";"ogifta";"1 år";"kvinnor";758
"SE221 Blekinge län";"ogifta";"2 år";"män";827
"SE221 Blekinge län";"ogifta";"2 år";"kvinnor";827
"SE221 Blekinge län";"ogifta";"3 år";"män";871
"SE221 Blekinge län";"ogifta";"3 år";"kvinnor";784
"SE221 Blekinge län";"ogifta";"4 år";"män";887
"SE221 Blekinge län";"ogifta";"4 år";"kvinnor";862
"SE221 Blekinge län";"ogifta";"5 år";"män";887
"SE221 Blekinge län";"ogifta";"5 år";"kvinnor";848
"SE221 Blekinge län";"ogifta";"6 år";"män";920
"SE221 Blekinge län";"ogifta";"6 år";"kvinnor";902
"SE221 Blekinge län";"ogifta";"7 år";"män";916
"SE221 Blekinge län";"ogifta";"7 år";"kvinnor";854
"SE221 Blekinge län";"ogifta";"8 år";"män";937
"SE221 Blekinge län";"ogifta";"8 år";"kvinnor";896
"SE221 Blekinge län";"ogifta";"9 år";"män";918
"SE221 Blekinge län";"ogifta";"9 år";"kvinnor";936
"SE221 Blekinge län";"ogifta";"10 år";"män";990
"SE221 Blekinge län";"ogifta";"10 år";"kvinnor";919
"SE221 Blekinge län";"ogifta";"11 år";"män";989
"SE221 Blekinge län";"ogifta";"11 år";"kvinnor";907
"SE221 Blekinge län";"ogifta";"12 år";"män";939
"SE221 Blekinge län";"ogifta";"12 år";"kvinnor";906
"SE221 Blekinge län";"ogifta";"13 år";"män";945
"SE221 Blekinge län";"ogifta";"13 år";"kvinnor";914
"SE221 Blekinge län";"ogifta";"14 år";"män";1003
"SE221 Blekinge län";"ogifta";"14 år";"kvinnor";934
"SE221 Blekinge län";"ogifta";"15 år";"män";960
"SE221 Blekinge län";"ogifta";"15 år";"kvinnor";920
"SE221 Blekinge län";"ogifta";"16 år";"män";991
"SE221 Blekinge län";"ogifta";"16 år";"kvinnor";863
"SE221 Blekinge län";"ogifta";"17 år";"män";978
"SE221 Blekinge län";"ogifta";"17 år";"kvinnor";840
"SE221 Blekinge län";"ogifta";"18 år";"män";941
"SE221 Blekinge län";"ogifta";"18 år";"kvinnor";863
"SE221 Blekinge län";"ogifta";"19 år";"män";977
"SE221 Blekinge län";"ogifta";"19 år";"kvinnor";741
"SE221 Blekinge län";"ogifta";"20 år";"män";1118
"SE221 Blekinge län";"ogifta";"20 år";"kvinnor";738
"SE221 Blekinge län";"ogifta";"21 år";"män";1051
"SE221 Blekinge län";"ogifta";"21 år";"kvinnor";653
"SE221 Blekinge län";"ogifta";"22 år";"män";942
"SE221 Blekinge län";"ogifta";"22 år";"kvinnor";665
"SE221 Blekinge län";"ogifta";"23 år";"män";910
"SE221 Blekinge län";"ogifta";"23 år";"kvinnor";650
"SE221 Blekinge län";"ogifta";"24 år";"män";909
"SE221 Blekinge län";"ogifta";"24 år";"kvinnor";636
"SE221 Blekinge län";"ogifta";"25 år";"män";952
"SE221 Blekinge län";"ogifta";"25 år";"kvinnor";664
"SE221 Blekinge län";"ogifta";"26 år";"män";934
"SE221 Blekinge län";"ogifta";"26 år";"kvinnor";708
"SE221 Blekinge län";"ogifta";"27 år";"män";951
"SE221 Blekinge län";"ogifta";"27 år";"kvinnor";673
"SE221 Blekinge län";"ogifta";"28 år";"män";900
"SE221 Blekinge län";"ogifta";"28 år";"kvinnor";665
"SE221 Blekinge län";"ogifta";"29 år";"män";928
"SE221 Blekinge län";"ogifta";"29 år";"kvinnor";694
"SE221 Blekinge län";"ogifta";"30 år";"män";865
"SE221 Blekinge län";"ogifta";"30 år";"kvinnor";674
"SE221 Blekinge län";"ogifta";"31 år";"män";805
"SE221 Blekinge län";"ogifta";"31 år";"kvinnor";533
"SE221 Blekinge län";"ogifta";"32 år";"män";763
"SE221 Blekinge län";"ogifta";"32 år";"kvinnor";489
"SE221 Blekinge län";"ogifta";"33 år";"män";647
"SE221 Blekinge län";"ogifta";"33 år";"kvinnor";468
"SE221 Blekinge län";"ogifta";"34 år";"män";583
"SE221 Blekinge län";"ogifta";"34 år";"kvinnor";403
"SE221 Blekinge län";"ogifta";"35 år";"män";557
"SE221 Blekinge län";"ogifta";"35 år";"kvinnor";357
"SE221 Blekinge län";"ogifta";"36 år";"män";531
"SE221 Blekinge län";"ogifta";"36 år";"kvinnor";360
"SE221 Blekinge län";"ogifta";"37 år";"män";484
"SE221 Blekinge län";"ogifta";"37 år";"kvinnor";334
"SE221 Blekinge län";"ogifta";"38 år";"män";429
"SE221 Blekinge län";"ogifta";"38 år";"kvinnor";307
"SE221 Blekinge län";"ogifta";"39 år";"män";406
"SE221 Blekinge län";"ogifta";"39 år";"kvinnor";292
"SE221 Blekinge län";"ogifta";"40 år";"män";427
"SE221 Blekinge län";"ogifta";"40 år";"kvinnor";266
"SE221 Blekinge län";"ogifta";"41 år";"män";388
"SE221 Blekinge län";"ogifta";"41 år";"kvinnor";304
"SE221 Blekinge län";"ogifta";"42 år";"män";374
"SE221 Blekinge län";"ogifta";"42 år";"kvinnor";249
"SE221 Blekinge län";"ogifta";"43 år";"män";372
"SE221 Blekinge län";"ogifta";"43 år";"kvinnor";267
"SE221 Blekinge län";"ogifta";"44 år";"män";405
"SE221 Blekinge län";"ogifta";"44 år";"kvinnor";274
"SE221 Blekinge län";"ogifta";"45 år";"män";392
"SE221 Blekinge län";"ogifta";"45 år";"kvinnor";282
"SE221 Blekinge län";"ogifta";"46 år";"män";358
"SE221 Blekinge län";"ogifta";"46 år";"kvinnor";267
"SE221 Blekinge län";"ogifta";"47 år";"män";339
"SE221 Blekinge län";"ogifta";"47 år";"kvinnor";293
"SE221 Blekinge län";"ogifta";"48 år";"män";347
"SE221 Blekinge län";"ogifta";"48 år";"kvinnor";277
"SE221 Blekinge län";"ogifta";"49 år";"män";329
"SE221 Blekinge län";"ogifta";"49 år";"kvinnor";307
"SE221 Blekinge län";"ogifta";"50 år";"män";367
"SE221 Blekinge län";"ogifta";"50 år";"kvinnor";262
"SE221 Blekinge län";"ogifta";"51 år";"män";334
"SE221 Blekinge län";"ogifta";"51 år";"kvinnor";261
"SE221 Blekinge län";"ogifta";"52 år";"män";377
"SE221 Blekinge län";"ogifta";"52 år";"kvinnor";233
"SE221 Blekinge län";"ogifta";"53 år";"män";410
"SE221 Blekinge län";"ogifta";"53 år";"kvinnor";275
"SE221 Blekinge län";"ogifta";"54 år";"män";382
"SE221 Blekinge län";"ogifta";"54 år";"kvinnor";286
"SE221 Blekinge län";"ogifta";"55 år";"män";385
"SE221 Blekinge län";"ogifta";"55 år";"kvinnor";278
"SE221 Blekinge län";"ogifta";"56 år";"män";340
"SE221 Blekinge län";"ogifta";"56 år";"kvinnor";250
"SE221 Blekinge län";"ogifta";"57 år";"män";305
"SE221 Blekinge län";"ogifta";"57 år";"kvinnor";229
"SE221 Blekinge län";"ogifta";"58 år";"män";297
"SE221 Blekinge län";"ogifta";"58 år";"kvinnor";217
"SE221 Blekinge län";"ogifta";"59 år";"män";279
"SE221 Blekinge län";"ogifta";"59 år";"kvinnor";185
"SE221 Blekinge län";"ogifta";"60 år";"män";279
"SE221 Blekinge län";"ogifta";"60 år";"kvinnor";169
"SE221 Blekinge län";"ogifta";"61 år";"män";265
"SE221 Blekinge län";"ogifta";"61 år";"kvinnor";159
"SE221 Blekinge län";"ogifta";"62 år";"män";231
"SE221 Blekinge län";"ogifta";"62 år";"kvinnor";172
"SE221 Blekinge län";"ogifta";"63 år";"män";238
"SE221 Blekinge län";"ogifta";"63 år";"kvinnor";158
"SE221 Blekinge län";"ogifta";"64 år";"män";229
"SE221 Blekinge län";"ogifta";"64 år";"kvinnor";162
"SE221 Blekinge län";"ogifta";"65 år";"män";209
"SE221 Blekinge län";"ogifta";"65 år";"kvinnor";151
"SE221 Blekinge län";"ogifta";"66 år";"män";182
"SE221 Blekinge län";"ogifta";"66 år";"kvinnor";146
"SE221 Blekinge län";"ogifta";"67 år";"män";165
"SE221 Blekinge län";"ogifta";"67 år";"kvinnor";115
"SE221 Blekinge län";"ogifta";"68 år";"män";161
"SE221 Blekinge län";"ogifta";"68 år";"kvinnor";129
"SE221 Blekinge län";"ogifta";"69 år";"män";162
"SE221 Blekinge län";"ogifta";"69 år";"kvinnor";118
"SE221 Blekinge län";"ogifta";"70 år";"män";151
"SE221 Blekinge län";"ogifta";"70 år";"kvinnor";115
"SE221 Blekinge län";"ogifta";"71 år";"män";141
"SE221 Blekinge län";"ogifta";"71 år";"kvinnor";97
"SE221 Blekinge län";"ogifta";"72 år";"män";140
"SE221 Blekinge län";"ogifta";"72 år";"kvinnor";107
"SE221 Blekinge län";"ogifta";"73 år";"män";146
"SE221 Blekinge län";"ogifta";"73 år";"kvinnor";83
"SE221 Blekinge län";"ogifta";"74 år";"män";128
"SE221 Blekinge län";"ogifta";"74 år";"kvinnor";82
"SE221 Blekinge län";"ogifta";"75 år";"män";118
"SE221 Blekinge län";"ogifta";"75 år";"kvinnor";81
"SE221 Blekinge län";"ogifta";"76 år";"män";104
"SE221 Blekinge län";"ogifta";"76 år";"kvinnor";51
"SE221 Blekinge län";"ogifta";"77 år";"män";79
"SE221 Blekinge län";"ogifta";"77 år";"kvinnor";57
"SE221 Blekinge län";"ogifta";"78 år";"män";73
"SE221 Blekinge län";"ogifta";"78 år";"kvinnor";42
"SE221 Blekinge län";"ogifta";"79 år";"män";52
"SE221 Blekinge län";"ogifta";"79 år";"kvinnor";34
"SE221 Blekinge län";"ogifta";"80 år";"män";60
"SE221 Blekinge län";"ogifta";"80 år";"kvinnor";34
"SE221 Blekinge län";"ogifta";"81 år";"män";48
"SE221 Blekinge län";"ogifta";"81 år";"kvinnor";27
"SE221 Blekinge län";"ogifta";"82 år";"män";36
"SE221 Blekinge län";"ogifta";"82 år";"kvinnor";30
"SE221 Blekinge län";"ogifta";"83 år";"män";34
"SE221 Blekinge län";"ogifta";"83 år";"kvinnor";31
"SE221 Blekinge län";"ogifta";"84 år";"män";29
"SE221 Blekinge län";"ogifta";"84 år";"kvinnor";22
"SE221 Blekinge län";"ogifta";"85 år";"män";18
"SE221 Blekinge län";"ogifta";"85 år";"kvinnor";24
"SE221 Blekinge län";"ogifta";"86 år";"män";19
"SE221 Blekinge län";"ogifta";"86 år";"kvinnor";18
"SE221 Blekinge län";"ogifta";"87 år";"män";23
"SE221 Blekinge län";"ogifta";"87 år";"kvinnor";11
"SE221 Blekinge län";"ogifta";"88 år";"män";16
"SE221 Blekinge län";"ogifta";"88 år";"kvinnor";15
"SE221 Blekinge län";"ogifta";"89 år";"män";14
"SE221 Blekinge län";"ogifta";"89 år";"kvinnor";10
"SE221 Blekinge län";"ogifta";"90 år";"män";14
"SE221 Blekinge län";"ogifta";"90 år";"kvinnor";15
"SE221 Blekinge län";"ogifta";"91 år";"män";7
"SE221 Blekinge län";"ogifta";"91 år";"kvinnor";5
"SE221 Blekinge län";"ogifta";"92 år";"män";11
"SE221 Blekinge län";"ogifta";"92 år";"kvinnor";7
"SE221 Blekinge län";"ogifta";"93 år";"män";7
"SE221 Blekinge län";"ogifta";"93 år";"kvinnor";6
"SE221 Blekinge län";"ogifta";"94 år";"män";9
"SE221 Blekinge län";"ogifta";"94 år";"kvinnor";6
"SE221 Blekinge län";"ogifta";"95 år";"män";1
"SE221 Blekinge län";"ogifta";"95 år";"kvinnor";3
"SE221 Blekinge län";"ogifta";"96 år";"män";1
"SE221 Blekinge län";"ogifta";"96 år";"kvinnor";3
"SE221 Blekinge län";"ogifta";"97 år";"män";1
"SE221 Blekinge län";"ogifta";"97 år";"kvinnor";2
"SE221 Blekinge län";"ogifta";"98 år";"män";2
"SE221 Blekinge län";"ogifta";"98 år";"kvinnor";4
"SE221 Blekinge län";"ogifta";"99 år";"män";1
"SE221 Blekinge län";"ogifta";"99 år";"kvinnor";1
"SE221 Blekinge län";"ogifta";"100+ år";"män";2
"SE221 Blekinge län";"ogifta";"100+ år";"kvinnor";4
"SE221 Blekinge län";"gifta";"0 år";"män";0
"SE221 Blekinge län";"gifta";"0 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"1 år";"män";0
"SE221 Blekinge län";"gifta";"1 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"2 år";"män";0
"SE221 Blekinge län";"gifta";"2 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"3 år";"män";0
"SE221 Blekinge län";"gifta";"3 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"4 år";"män";0
"SE221 Blekinge län";"gifta";"4 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"5 år";"män";0
"SE221 Blekinge län";"gifta";"5 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"6 år";"män";0
"SE221 Blekinge län";"gifta";"6 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"7 år";"män";0
"SE221 Blekinge län";"gifta";"7 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"8 år";"män";0
"SE221 Blekinge län";"gifta";"8 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"9 år";"män";0
"SE221 Blekinge län";"gifta";"9 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"10 år";"män";0
"SE221 Blekinge län";"gifta";"10 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"11 år";"män";0
"SE221 Blekinge län";"gifta";"11 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"12 år";"män";0
"SE221 Blekinge län";"gifta";"12 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"13 år";"män";0
"SE221 Blekinge län";"gifta";"13 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"14 år";"män";0
"SE221 Blekinge län";"gifta";"14 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"15 år";"män";0
"SE221 Blekinge län";"gifta";"15 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"16 år";"män";0
"SE221 Blekinge län";"gifta";"16 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"17 år";"män";0
"SE221 Blekinge län";"gifta";"17 år";"kvinnor";0
"SE221 Blekinge län";"gifta";"18 år";"män";0
"SE221 Blekinge län";"gifta";"18 år";"kvinnor";3
"SE221 Blekinge län";"gifta";"19 år";"män";0
"SE221 Blekinge län";"gifta";"19 år";"kvinnor";8
"SE221 Blekinge län";"gifta";"20 år";"män";0
"SE221 Blekinge län";"gifta";"20 år";"kvinnor";17
"SE221 Blekinge län";"gifta";"21 år";"män";5
"SE221 Blekinge län";"gifta";"21 år";"kvinnor";26
"SE221 Blekinge län";"gifta";"22 år";"män";6
"SE221 Blekinge län";"gifta";"22 år";"kvinnor";43
"SE221 Blekinge län";"gifta";"23 år";"män";11
"SE221 Blekinge län";"gifta";"23 år";"kvinnor";37
"SE221 Blekinge län";"gifta";"24 år";"män";23
"SE221 Blekinge län";"gifta";"24 år";"kvinnor";94
"SE221 Blekinge län";"gifta";"25 år";"män";38
"SE221 Blekinge län";"gifta";"25 år";"kvinnor";103
"SE221 Blekinge län";"gifta";"26 år";"män";64
"SE221 Blekinge län";"gifta";"26 år";"kvinnor";132
"SE221 Blekinge län";"gifta";"27 år";"män";71
"SE221 Blekinge län";"gifta";"27 år";"kvinnor";163
"SE221 Blekinge län";"gifta";"28 år";"män";128
"SE221 Blekinge län";"gifta";"28 år";"kvinnor";210
"SE221 Blekinge län";"gifta";"29 år";"män";175
"SE221 Blekinge län";"gifta";"29 år";"kvinnor";230
"SE221 Blekinge län";"gifta";"30 år";"män";188
"SE221 Blekinge län";"gifta";"30 år";"kvinnor";285
"SE221 Blekinge län";"gifta";"31 år";"män";196
"SE221 Blekinge län";"gifta";"31 år";"kvinnor";299
"SE221 Blekinge län";"gifta";"32 år";"män";246
"SE221 Blekinge län";"gifta";"32 år";"kvinnor";339
"SE221 Blekinge län";"gifta";"33 år";"män";294
"SE221 Blekinge län";"gifta";"33 år";"kvinnor";369
"SE221 Blekinge län";"gifta";"34 år";"män";292
"SE221 Blekinge län";"gifta";"34 år";"kvinnor";417
"SE221 Blekinge län";"gifta";"35 år";"män";355
"SE221 Blekinge län";"gifta";"35 år";"kvinnor";408
"SE221 Blekinge län";"gifta";"36 år";"män";384
"SE221 Blekinge län";"gifta";"36 år";"kvinnor";373
"SE221 Blekinge län";"gifta";"37 år";"män";372
"SE221 Blekinge län";"gifta";"37 år";"kvinnor";418
"SE221 Blekinge län";"gifta";"38 år";"män";404
"SE221 Blekinge län";"gifta";"38 år";"kvinnor";423
"SE221 Blekinge län";"gifta";"39 år";"män";401
"SE221 Blekinge län";"gifta";"39 år";"kvinnor";434
"SE221 Blekinge län";"gifta";"40 år";"män";421
"SE221 Blekinge län";"gifta";"40 år";"kvinnor";469
"SE221 Blekinge län";"gifta";"41 år";"män";418
"SE221 Blekinge län";"gifta";"41 år";"kvinnor";502
"SE221 Blekinge län";"gifta";"42 år";"män";460
"SE221 Blekinge län";"gifta";"42 år";"kvinnor";496
"SE221 Blekinge län";"gifta";"43 år";"män";491
"SE221 Blekinge län";"gifta";"43 år";"kvinnor";492
"SE221 Blekinge län";"gifta";"44 år";"män";469
"SE221 Blekinge län";"gifta";"44 år";"kvinnor";512
"SE221 Blekinge län";"gifta";"45 år";"män";467
"SE221 Blekinge län";"gifta";"45 år";"kvinnor";519
"SE221 Blekinge län";"gifta";"46 år";"män";516
"SE221 Blekinge län";"gifta";"46 år";"kvinnor";503
"SE221 Blekinge län";"gifta";"47 år";"män";561
"SE221 Blekinge län";"gifta";"47 år";"kvinnor";538
"SE221 Blekinge län";"gifta";"48 år";"män";511
"SE221 Blekinge län";"gifta";"48 år";"kvinnor";555
"SE221 Blekinge län";"gifta";"49 år";"män";521
"SE221 Blekinge län";"gifta";"49 år";"kvinnor";545
"SE221 Blekinge län";"gifta";"50 år";"män";556
"SE221 Blekinge län";"gifta";"50 år";"kvinnor";494
"SE221 Blekinge län";"gifta";"51 år";"män";548
"SE221 Blekinge län";"gifta";"51 år";"kvinnor";523
"SE221 Blekinge län";"gifta";"52 år";"män";594
"SE221 Blekinge län";"gifta";"52 år";"kvinnor";518
"SE221 Blekinge län";"gifta";"53 år";"män";555
"SE221 Blekinge län";"gifta";"53 år";"kvinnor";537
"SE221 Blekinge län";"gifta";"54 år";"män";603
"SE221 Blekinge län";"gifta";"54 år";"kvinnor";566
"SE221 Blekinge län";"gifta";"55 år";"män";569
"SE221 Blekinge län";"gifta";"55 år";"kvinnor";584
"SE221 Blekinge län";"gifta";"56 år";"män";559
"SE221 Blekinge län";"gifta";"56 år";"kvinnor";606
"SE221 Blekinge län";"gifta";"57 år";"män";508
"SE221 Blekinge län";"gifta";"57 år";"kvinnor";511
"SE221 Blekinge län";"gifta";"58 år";"män";506
"SE221 Blekinge län";"gifta";"58 år";"kvinnor";479
"SE221 Blekinge län";"gifta";"59 år";"män";460
"SE221 Blekinge län";"gifta";"59 år";"kvinnor";475
"SE221 Blekinge län";"gifta";"60 år";"män";488
"SE221 Blekinge län";"gifta";"60 år";"kvinnor";467
"SE221 Blekinge län";"gifta";"61 år";"män";506
"SE221 Blekinge län";"gifta";"61 år";"kvinnor";496
"SE221 Blekinge län";"gifta";"62 år";"män";498
"SE221 Blekinge län";"gifta";"62 år";"kvinnor";492
"SE221 Blekinge län";"gifta";"63 år";"män";483
"SE221 Blekinge län";"gifta";"63 år";"kvinnor";531
"SE221 Blekinge län";"gifta";"64 år";"män";517
"SE221 Blekinge län";"gifta";"64 år";"kvinnor";511
"SE221 Blekinge län";"gifta";"65 år";"män";523
"SE221 Blekinge län";"gifta";"65 år";"kvinnor";531
"SE221 Blekinge län";"gifta";"66 år";"män";572
"SE221 Blekinge län";"gifta";"66 år";"kvinnor";593
"SE221 Blekinge län";"gifta";"67 år";"män";507
"SE221 Blekinge län";"gifta";"67 år";"kvinnor";524
"SE221 Blekinge län";"gifta";"68 år";"män";526
"SE221 Blekinge län";"gifta";"68 år";"kvinnor";569
"SE221 Blekinge län";"gifta";"69 år";"män";571
"SE221 Blekinge län";"gifta";"69 år";"kvinnor";531
"SE221 Blekinge län";"gifta";"70 år";"män";578
"SE221 Blekinge län";"gifta";"70 år";"kvinnor";563
"SE221 Blekinge län";"gifta";"71 år";"män";618
"SE221 Blekinge län";"gifta";"71 år";"kvinnor";562
"SE221 Blekinge län";"gifta";"72 år";"män";611
"SE221 Blekinge län";"gifta";"72 år";"kvinnor";566
"SE221 Blekinge län";"gifta";"73 år";"män";594
"SE221 Blekinge län";"gifta";"73 år";"kvinnor";530
"SE221 Blekinge län";"gifta";"74 år";"män";615
"SE221 Blekinge län";"gifta";"74 år";"kvinnor";562
"SE221 Blekinge län";"gifta";"75 år";"män";582
"SE221 Blekinge län";"gifta";"75 år";"kvinnor";548
"SE221 Blekinge län";"gifta";"76 år";"män";612
"SE221 Blekinge län";"gifta";"76 år";"kvinnor";469
"SE221 Blekinge län";"gifta";"77 år";"män";526
"SE221 Blekinge län";"gifta";"77 år";"kvinnor";464
